pid,name,team,pos,photo,mp,starts,mins,g,a,yc,rc,pen,rating_best,xg,xa,npxg,bc_missed,bc_missed_xg,gk_shots_faced,gk_xgot_faced,gk_goals_conceded,prog_passes,prog_carries,shots,sot,passes,passAcc,keyPasses,touches,tackles,interceptions,aerials,dribbles,fouls,clearances,dispossessed,saves,ga,rating,pass_pct,xg_diff,xa_diff,xgi,npg,fwd_eff,gk_goals_prevented,xt_added_p90
511219,Rayane Belaid,Rayo Vallecano,Sub,https://images.fotmob.com/image_resources/playerimages/1553404.png,1,0,29,0,0,0,0,0,6.0,0.0,0.0,0.0,0,0.0,0,0.0,0,1,0,0,0,5,5,0,9,1,0,1,0,0,1,1,0,0,6.0,100,0.0,0.0,0.0,0,,,0.0743
604368,Unai Santos,Osasuna,DC,https://images.fotmob.com/image_resources/playerimages/1682298.png,1,1,93,0,0,0,0,0,6.0,0.02,0.0,0.02,0,0.0,0,0.0,0,8,0,1,0,41,31,0,60,0,2,2,0,3,8,0,0,0,6.0,76,-0.02,0.0,0.02,0,,,0.086
331171,Asier Villalibre,Racing Santander,FW,https://images.fotmob.com/image_resources/playerimages/670031.png,4,2,174,0,0,0,0,0,6.1,0.42,0.0,0.42,1,0.34,0,0.0,0,2,0,2,1,21,12,0,53,0,0,2,0,0,3,3,0,0,5.97,57,-0.42,0.0,0.42,0,0.0,,0.0004
400185,Arsen Zakharyan,Real Sociedad,Sub,https://images.fotmob.com/image_resources/playerimages/1175610.png,2,0,20,0,0,0,0,0,6.0,0.0,0.02,0.0,0,0.0,0,0.0,0,5,0,0,0,15,11,0,21,0,0,0,0,0,0,0,0,0,5.95,73,0.0,-0.02,0.02,0,,,0.3633
444265,Fran Perez,Rayo Vallecano,Sub,https://images.fotmob.com/image_resources/playerimages/1284430.png,5,1,180,0,0,1,1,0,6.5,0.03,0.1,0.03,0,0.0,0,0.0,0,7,2,1,0,36,29,1,72,2,2,0,4,5,1,1,0,0,5.94,81,-0.03,-0.1,0.13,0,,,0.0759
441888,Jones El Abdellaoui,Celta Vigo,Sub,,3,2,160,0,0,0,0,0,6.1,0.41,0.01,0.41,1,0.31,0,0.0,0,6,0,3,1,39,34,0,69,0,0,1,1,4,2,3,0,0,5.9,87,-0.41,-0.01,0.42,0,0.0,,-0.0618
556141,Umaru,Elche,Sub,,1,0,28,0,0,1,0,0,5.9,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,4,3,0,9,0,0,1,0,2,0,1,0,0,5.9,75,0.0,0.0,0.0,0,,,
406937,Carlos Alvarez,Levante,AMC,https://images.fotmob.com/image_resources/playerimages/1209980.png,1,1,45,0,0,0,0,0,5.9,0.0,0.01,0.0,0,0.0,0,0.0,0,4,0,0,0,14,12,1,20,0,0,0,0,1,0,1,0,0,5.9,86,0.0,-0.01,0.01,0,,,0.0229
444806,Alvaro Djalo,Athletic Club,Sub,https://images.fotmob.com/image_resources/playerimages/1355668.png,1,0,13,0,0,0,0,0,5.9,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,5,2,0,0,0,0,0,2,0,0,5.9,0,0.0,0.0,0.0,0,,,
545956,Diego Diaz,Racing Santander,Sub,https://images.fotmob.com/image_resources/playerimages/1693550.png,1,0,17,0,0,0,0,0,5.9,0.0,0.0,0.0,0,0.0,0,0.0,0,1,0,0,0,4,3,0,7,1,0,0,0,0,0,0,0,0,5.9,75,0.0,0.0,0.0,0,,,0.048
562981,Ryunosuke Sato,Valencia,MR,https://images.fotmob.com/image_resources/playerimages/1611149.png,5,4,306,0,0,2,0,0,6.3,0.3,0.02,0.3,0,0.0,0,0.0,0,17,0,5,1,100,82,1,155,11,0,1,1,4,0,3,0,0,5.9,82,-0.3,-0.02,0.32,0,0.0,,0.0385
460461,Giorgi Guliashvili,Racing Santander,Sub,https://images.fotmob.com/image_resources/playerimages/1065640.png,2,0,53,0,0,0,0,0,6.0,0.0,0.0,0.0,0,0.0,0,0.0,0,1,0,0,0,5,4,0,11,0,0,0,0,1,1,1,0,0,5.9,80,0.0,0.0,0.0,0,,,0.0039
259042,Borja Iglesias,Celta Vigo,Sub,https://images.fotmob.com/image_resources/playerimages/609505.png,1,0,27,0,0,0,0,0,5.9,0.1,0.0,0.1,0,0.0,0,0.0,0,1,0,2,0,5,4,0,8,0,0,0,0,0,0,0,0,0,5.9,80,-0.1,0.0,0.1,0,0.0,,0.0299
508469,Joselu Perez,Getafe,Sub,https://images.fotmob.com/image_resources/playerimages/1559834.png,1,0,13,0,0,0,0,0,5.9,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,3,2,0,5,0,0,0,0,1,0,0,0,0,5.9,67,0.0,0.0,0.0,0,,,
444239,Arnau Martinez,Valencia,DC,https://images.fotmob.com/image_resources/playerimages/1194892.png,4,3,251,0,0,1,0,0,6.4,0.03,0.01,0.03,0,0.0,0,0.0,0,26,0,1,0,112,94,0,168,9,1,2,0,2,3,0,0,0,5.88,84,-0.03,-0.01,0.04,0,,,0.1823
422916,Matias Dituro,Elche,GK,https://images.fotmob.com/image_resources/playerimages/592412.png,6,6,572,0,0,0,0,0,6.1,0.0,0.01,0.0,0,0.0,43,12.01,15,37,0,0,0,281,200,0,338,0,1,2,0,0,3,1,14,0,5.85,71,0.0,-0.01,0.01,0,,-2.99,0.0927
400826,Luiz Junior,Villarreal,GK,https://images.fotmob.com/image_resources/playerimages/1187044.png,4,4,382,0,0,0,0,0,6.5,0.0,0.0,0.0,0,0.0,32,5.18,8,4,0,0,0,84,76,0,106,0,0,0,0,0,2,0,6,0,5.85,90,0.0,0.0,0.0,0,,-2.82,0.007
544767,Jean Valou,Getafe,Sub,https://images.fotmob.com/image_resources/playerimages/1792368.png,1,0,26,0,0,0,0,0,5.8,0.0,0.0,0.0,0,0.0,0,0.0,0,1,0,0,0,3,3,0,7,0,0,0,0,1,2,0,0,0,5.8,100,0.0,0.0,0.0,0,,,0.0004
604365,Kareem Tunde,Levante,Sub,https://images.fotmob.com/image_resources/playerimages/1875615.png,1,0,19,0,0,0,0,0,5.8,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,5.8,50,0.0,0.0,0.0,0,,,
546570,Luken Beitia,Real Sociedad,DC,https://images.fotmob.com/image_resources/playerimages/1697334.png,2,2,188,0,0,1,0,0,6.2,0.0,0.12,0.0,0,0.0,0,0.0,0,9,0,0,0,127,116,2,146,3,2,4,0,2,9,1,0,0,5.7,91,0.0,-0.12,0.12,0,,,0.0681
476789,Petar Ratkov,Levante,FW,https://images.fotmob.com/image_resources/playerimages/1302821.png,1,1,59,0,0,0,0,0,5.7,0.09,0.0,0.09,0,0.0,0,0.0,0,0,0,1,0,11,6,0,21,1,1,1,0,0,0,3,0,0,5.7,55,-0.09,0.0,0.09,0,0.0,,
322246,Andre Almeida,Racing Santander,Sub,https://images.fotmob.com/image_resources/playerimages/777028.png,2,0,77,0,0,0,1,0,6.3,0.0,0.28,0.0,0,0.0,0,0.0,0,8,0,0,0,48,43,0,57,3,1,0,0,2,0,1,0,0,5.65,90,0.0,-0.28,0.28,0,,,0.2231
108100,Pedro Bigas,Elche,Sub,https://images.fotmob.com/image_resources/playerimages/291635.png,3,2,171,0,0,0,0,0,6.0,0.02,0.0,0.02,0,0.0,0,0.0,0,11,0,1,1,121,109,0,139,0,1,1,0,2,2,0,0,0,5.63,90,-0.02,0.0,0.02,0,,,0.0713
